tweet,label1,label2,label3,finalLabel,sector
@MagrabiHospital لا جودة ولا غيره  يجب تخفيض اسعاركم و هذا من منطلق الخدمة الاجتماعيه . ولا خارج السعودية ارخص بكثير منكم  اسعاركم مبالغ فيها و غير مبرره,-1,-1,-1,-1,private
"@MagrabiHospital لا و الله محد قال لي ، كل مرة لازم أروح أسجل موعد  حق الأسبوع اللي بعده ، غيروا موظفين الاستقبال أخلاقهم ضيقة ☺️ .",-1,-1,-1,-1,private
"@MagrabiHospital لا والله ومن تجربة سيئة ، ابدا هدفكم الوحيد هو الربحية ولانعمم على كل الاطباء",-1,-1,-1,-1,private
@MagrabiHospital لا يوجد عيادة اسنان في المملكة عليها اكلام كلهم دجالين وهدفهم استنزاف ما تمتلك وحتى ان اعطيتهم ما يريدون لا يقدمون لك الخدمه الممتازه .....حتى انت لا تسوي نفسك خارج منها @Andalusiaclinic,-1,-1,-1,-1,private
"@MagrabiHospital لاتغترون بعروض مغربى ،فقصة والدى المؤلمه معهم  كانت صادمه نفسيا ومعنويا،حيث أن احد الأطباء بمغربى جده أساء للمهنه وأساء للمريض وكذلك للمرافق..النصيحه تجنبوه حتى لا يذهب بصركم بسبب عروضهم الكاذبة...",-1,-1,-1,-1,private
@MagrabiHospital لايوجد لديكم احترام لمواعيد المرضى  انتظار اكثر من ساعه ونص في عيادة النظر اطفال طريق الملك لدى الدكتور باسليمان !!!  وعند الاستفسار الرد بسبب الازدحام !!! ماهي فائدة المواعيد ؟,-1,-1,-1,-1,private
@MagrabiHospital لدي تجربة سيئة مع احد فنيي احد الفروع زاد لي درجات ضعف النظارات و العدسات اللاصقة!فلم اتمكن من الرؤية الواضحة عند استخدامها,-1,-1,-1,-1,private
@MagrabiHospital لدي موعد الساعه 12:30 والان الساعه 2:22 ولم ادخل على الدكتور اين احترام المواعيد,-1,-1,-1,-1,private
"@MagrabiHospital لديكم مركز خدمة عملاء غير كفء بتاتا،حيث يتم الاتصال والاستفسار لتأكيد الحضور للموعد المحدد وممثلة الخدمة تحتاج للسؤال عن اسم المريض لأكثر من 4 مرات ليس لأن الصوت غير واضح! لأن تركيزها مش مع المريض، غير وضع الانتظار الطويل وتختمها بإفادتنا بموعد الحضور الخطأ مما خسرنا موعد مهم جدا",-1,-1,-1,-1,private
@MagrabiHospital لقد ساءني ماحصل لي من سوء استقبال وخدمة من موظفة استقبال المرضى في مركز مغربي بمستشفى @Mouwasat_hosp  بالمدينة المنورة حيث لم توفق في التعامل معي من اول مرة احضر للعلاج بالمركز  كان اسلوبها غير جيد وغير لائق وهذا لايرضي بالتأكيد إدارة @MagrabiHospital,-1,-1,-1,-1,private
@MagrabiHospital للأسف  تعامل فرع النظارات شارع المدينه الرياض ... سيء,-1,-1,-1,-1,private
@MagrabiHospital للأسف أخي الكريم حضرت لمستشفى المغربي اليوم الاربعاء 6 سبتمبر ولا يوجد استشاريون فقط اخصائي عيون واحد لكل المراجعين الذين تجاوزوا الستين,-1,-1,-1,-1,private
@MagrabiHospital للاسف اسعار فلكيه والاطباء والتمريض مستواهم دون المتوسط هذا غير مقاطعتهم لتوضيف السعوديين انا كنت من المراجعين لديكم لكن قاطعتكم لهذه الاسباب,-1,-1,-1,-1,private
@MagrabiHospital للأسف اسم كبير بس القائمين على خدمة المرضى ليسو بذات الكفائه  ارجو التواصل معي من قبل الاداره لايايصال الشكوى,-1,-1,-1,-1,private
@MagrabiHospital للاسف التواصل عندكم لحجز المواعيد سيء جدا .. صار لي اسبوع انتظر احد يرد علي بخصوص موعد وللان مافي رد والارقام لا تعمل,-1,-1,-1,-1,private
@MagrabiHospital للاسف الخدمة المقدمة من موظفتكم في قسم الموافقات للشركات جدا سيئة,-1,-1,-1,-1,private
@MagrabiHospital للأسف الشديد عند مراجعه فرعكم للاسنان طريق الملك عبدالعزيز  اليوم الان الاستقبال الدور الأول غير مباله للمراجع مماطله من قبل الموظفات وممكن الرجوع للكيمرات هناك وليست هذي المره الأولى التي تحصل منهم,-1,-1,-1,-1,private
@MagrabiHospital للاسف اليوم كنت على موعد مع / طارق النجار ولكن التعامل بقلة احترام للمريض بداية بالحديث على الهاتف وعدام احترام احقية المريض ووقتة  وعند سوال الطبيب المحترم عن اجراء معين يقول لا تهاتي معي !!! خلاص قلت لك المعلومات! عفواً من حقي كمريض السوال والاستفسار ما هذا اين احقية المريض!!,-1,-1,-1,-1,private
@MagrabiHospital للاسف تعامل الموضفين لديكم غير احترافي بعد ماتم زيارة المركز وعمل الفحوصات وتقرر اجراء عمليه الموضفه المنسقه قامت باعطائنا رقمها من اجل الاستفسارات قبل العمليه و تحديد وقت العمليه لكن لايوجد اي رد من قبلها سوا على الواتس او خلال الاتصال مع العلم اننا خارج الرياض,-1,-1,-1,-1,private
@MagrabiHospital للاسف تعامل سيء من قبل إدارة مفربي راجعت الصيانة للتصليح النظارة على الضمان فكسروا لي العدسة بسبب اهمالهم ورفعت شكوى وللان اسبوع لا حياة لمن تنادي,-1,-1,-1,-1,private
@MagrabiHospital للأسف تعامل طبي غير متوقع من مستشفيات المغربي عمل عمليه لابنتي وخرجت للغرفه الساعه 5 عصراولم يحضر أي طبيب لشرح حاله العملية,-1,-1,-1,-1,private
@MagrabiHospital للاسف حجز المواعيد لا احد يرد,-1,-1,-1,-1,private
"@MagrabiHospital للأسف زرت فرعكم الرئيسي في جدة طريق المدينة واهنئكم أنكم  والأسوأ ""بالنظام ودقة المواعيد"" موعدي كان الساعة ٣ وحضرت ٢:٣٠ لكن للأسف الاستقبال بأرقام ( المواعيد والي بدون مواعيد ) والساعة ٣:٣٠ غلقت من الاستقبال يعني ساعة كاملة !!! وبعدها ساعة انتظار بعد عند العيادة!",-1,-1,-1,-1,private
@MagrabiHospital للاسف غير صحيح خداع واحتيال ع المرضى انا حجزت عرض اليوم الوطني 3500 ريال ولمن حضرت امس دفعت 700 تقريبا فحوصات وبعد الكشف طلبوني دفع 3950 ريال خلاف ماتم دفعه وان العرض انتهى وساتقدم بشكوى ان شاء الله,-1,-1,-1,-1,private
"@MagrabiHospital للاسف فرع الدائري الشرقي بالرياض موعدي 11.30 وللان ساعه ولم يتم ادخالي ، فوضى منظمة للغاية ،  تجربة لن تتكرر،",-1,-1,-1,-1,private
@MagrabiHospital للأسف كان عندي موعد اليوم بفرع الكائن بمخرج ١٤ بالرياض وانتظرت لمدة اكتر من ٤٥ دقيقه وف النهايه كان الكشف وكأنه لم يكن .برجاء احترام المرضى,-1,-1,-1,-1,private
@MagrabiHospital للاسف لازلتم ترفضون الحديث عن الاسعار لإلزام المريض للحضور الى المشفى يااخي اجب ومو شرط بدقه,-1,-1,-1,-1,private
"@MagrabiHospital للاسف مافي جوده في الخدمه، ولاتردون للواحد حقه ، سويت عندكم قياسات نظر وماطلعت مناسبه ورجعت لكم ومافيه فايده.",-1,-1,-1,-1,private
@MagrabiHospital للاسف محد اتصل وهذا دليل انه اخر همكم رضاء العميل او مساعدة العميل اذا الادارة نو مهتمة لما تصلت ولا على بالهم يعني انو راح تهتمو؟؟ تمنى من @cchiksa محاسبة مثل هذة المستشفيات التي لا تقدم خدمة واهتمام بالعميل وسيتم تقديم شكوى لهم اليوم انشالله.  https://t.co/9tHonssNq0,-1,-1,-1,-1,private
@MagrabiHospital للأسف مستوي سيّء جدا في التعامل و الكلام مع المرضي انا عمري ما شفت موظف في اي مكان يقول لمراجع احنا مش شغالين عند أهليكم,-1,-1,-1,-1,private
@MagrabiHospital للأسف موظفة قسم المواعيد ماتحترم المراجعين قلة أدب وتكذب عيني عينك اما تشوفون لنا حل ولا بشوف شغلي في مكان ثاني,-1,-1,-1,-1,private
@MagrabiHospital للاسف.. تأخير في التعامل مع المرضى لاكثر من ساعه..تعامل الممرضات غير مبالي وسيء جدا! تمنيت اني ماسويت العملية للوالد عندكم,-1,-1,-1,-1,private
@MagrabiHospital للأسف.. حسبي الله ونعم الوكيل هذه اول تجربة لي سيئة جدا في هالمستشفى فرع الملك فهد مع الممرضات وموظفة مكتب الدخول الوحدة اسوأ من الثانية.. لكن الممرضات عند الدكتور عبد الله العسيري جدا سيئات وقليلات أدب.. تكلم الوالد وتكلمني كأنني عدوها.. لا حول ولا قوة الا بالله العلي العظيم,-1,-1,-1,-1,private
@MagrabiHospital لم استلم نظارات طفلتي الا قبل قليل بعد تلاعب بمواعيد التسليم بتأخير ٢٢يوم مما اثر على توصية الطبيب لعلاج ابنتي وحسبي الله عليكم ونعم الوكيل  https://t.co/SujMGx1L40,-1,-1,-1,-1,private
@MagrabiHospital لم يتم التواصل مع المريض فهل هذا يعني اطلاعكم علي الملف واكتشاف الخطاء الطبي ام ان هذا الحساب  ترويجي  ولايهتم لشكوى المرضى,-1,-1,-1,-1,private
@MagrabiHospital لماذا لايوجد لديكم رسائل لتذكير المواعيد 3 مرات يضيع موعدي معكم  ارجو الاهتمام بهذا الشان  علما كل المراكز الصغيره يرسلون الا انتو,-1,-1,-1,-1,private
@MagrabiHospital لو ببلاش ماحد جاكم أنتوا و الخدمة السيئة اللي تعلنون لها العمليات عندكم فاشلة و لازم مراجعينكم يرحون أكثر من مستشفى لإجراء العملية مجدداً أنتم سبب في معاناة بشرية  و كل تقاريركم في صالحكم ! يعني حتى ما يمدي المريض يرفع قضية عليكم ضامنين وضعكم من كل ناحية والحين تعلنون !!,-1,-1,-1,-1,private
@MagrabiHospital لو سمحت اليوم رحت موعد في مستشفى المغربي بجازان للاسنان واتفاجا انهم مغيريين المكان ولا يستقبلون المرضى لان المكان مو جاهز ... طيب ليه مو مبلغين المراجعين ويرسلون رسايل انه موقف الشغل وانا من مكان بعيييييد جايه مع الاوضاع هذه نغامر لضروره,-1,-1,-1,-1,private
@MagrabiHospital ليا كم يوم احاول اتواصل مع موظف المواعيد على الرقم الموحد محد يرد,-1,-1,-1,-1,private
@MagrabiHospital ليش انتم مع احترامي لكم تبلكون الي يتكلم عن تجربة سلبية عندكم ؟؟ هاه ليش ولا موب واثقين من كادركم..؟  الحضر موب حل .. اذا بغى واحد يستقعد لكم بيفتح حساب ثاني ويجي يذكر تجربته الفاشلة عندكم  الحل أنكم تواجهون أخطائكم و تناقشونها مع المراجعين الي يشتكون ..,-1,-1,-1,-1,private
@MagrabiHospital ليش سبعة آلاف ! بتركب عين جديده ماكل المرضى يستطيع دفع المبلغ راعوا فيها عمل انساني يستفيد منه كل الطبقات وشكراً لكم,-1,-1,-1,-1,private
@MagrabiHospital ليش ماتردون على ارقام الهواتف كلها الموحد والثانيه لي اسبوع ادق احجز ولا لقيت رد مشغول او يحولني على الانتظار ومحد يرد كيف احجز,-1,-1,-1,-1,private
"@MagrabiHospital ما أشعر بضيق أبدًا ،، الحمد لله ، لكن اقرب المقربين لي فقد بصره و السبب فرعكم بالمدينة المنورة ،، حسبي الله عليكم و نعم الوكيل ما دامت الدنيا على الطبيب المعالج و على المتعاقد معه ،،",-1,-1,-1,-1,private
@MagrabiHospital ما يحتاج خاص ربنا موجود بس هذا الدكتور بلغوه يخاف الله في المرضى لما يجيه شخص ما يشوف الا بعين وحده شي بسيط والعين الثانيه مافي امل فيها  ويغامر عشان يكسب فلوس لو سابها كانت تشوف على الاقل الله المستعان .,-1,-1,-1,-1,private
@MagrabiHospital ما يزعجني بالمغربي جدة كيلو ثلاث سوء ترتيب الاستقبال وبطئ المعاملات والسبب يعود الي الموظف او الموظفه,-1,-1,-1,-1,private
@MagrabiHospital ما. انصح فيه لعدم توفر حفظ حقوق المريض,-1,-1,-1,-1,private
@MagrabiHospital مااقول غير حسبي الله فيكم ياعيادات الاسنان الواحد مو قادر يسوي اسنانه والحكومي زي الزفت المواعيد ...يعني استحمل الالم بسبب الفلوس واكل تراب,-1,-1,-1,-1,private
@MagrabiHospital ماعندكم سالفه يا مستشفيات مغربي بس تبون 700 ريال حق الكشف والفحوصات وعلاجكم قطره مرطبه وتلغون أي موعد جديد تعاملكم سيئ واعلاناتكم كلام فاضي,-1,-1,-1,-1,private
@MagrabiHospital ماعندهم احد في استقبال اتصال حجز المواعيد ... نتصل بالساعات ما احد يرد ... وش هذي الخدمة معكم ؟,-1,-1,-1,-1,private
@MagrabiHospital ماهذا يامغربي غريبه عليكم معامله سيئه في قسم الاستقبال بطريق المدينه بالدور الثالث غلطه من موظفه الاستقبال بجعل موعدي الساعه3.15 بدل من 12 ظهرا وانتظاري ساعتين وفي الاخير  الدكتور في العمليات وراح يكون الساعه خمسه بالعياده ورجعت للمنزل مع الاسف دون اي اعتذار,-1,-1,-1,-1,private
@MagrabiHospital مجموعة الموظفات في الاستقبال يهتمون بالسناب والتويتر أكثر من اهتمامهم بخدمة العملاء,-1,-1,-1,-1,private
@MagrabiHospital مر والدى بتجربة سيئه مع طبيب عيون فى جده سببت الم كبير لوالدى وكان التعامل من قبل الطبيب سئ جدا وخاصة بعد دفع الرسوم..نصيحه لستم ملزمين بها,-1,-1,-1,-1,private
@MagrabiHospital مركز مغربي الرياض مخرج ١٤ ما يردون قسم المواعيد كلمت اكثر من مره,-1,-1,-1,-1,private
"@MagrabiHospital مركز مغربي للعيون في مكة اليوم كانت زيارتي غير مرضية. تحتاجوا تعيدوا النظر في تأهيل موظفات الاستقبال لحسن الاستقبال، وتأهيل الممرضات لتنظيم أكثر واتكيت اكثر في التعامل مع الحالات. وأخيرا المكان كله ضوضاء مزعجة لا ارغب في تكرار التجربة في مكة",-1,-1,-1,-1,private
@MagrabiHospital مستشفى المغربي فرع الاسنان شارع الامير سلطان لديهم الاستغلال والخدمه السيئه بالامس13/2/2020 راجعت هذا الفرع لطلب علاج ضرس لدي ومن الساعه 9.30 صباحا الى الثانيه عشر ظهرا خرجت دون مقابلة الطبيب للاسباب التاليه  دفعت اجرة الكشف لدى الطبيب,-1,-1,-1,-1,private
@MagrabiHospital مستشفى جدا سيئ لا انصح التعامل معهم,-1,-1,-1,-1,private
@MagrabiHospital مستشفى سيء جدا ... والله وتالله وبالله اني سويت عملية تكلفتها م يقارب 20 الف وفشلت .. وطلعت الرياض وسويت العملية عند الدكتور وليد الطويرقي ونجحت .. الله لا ييارك فيك والله يكشفكم للملأ .. همكم الاكبر مادي فقط.,-1,-1,-1,-1,private
@MagrabiHospital مستشفى سيئ جداً تضرر بناس كثير اعرفهم منهم من فقد عينه بسببكم,-1,-1,-1,-1,private
@MagrabiHospital مستشفى فاشل همه الاول كيف يكسب الفلوس اما المريض الله لا يرده نصيحه لا تتعاملون معهم سيئييين جدا,-1,-1,-1,-1,private
"@MagrabiHospital مستشفى مغربى سئ جدا وخاصة مغربى جده،احد الأطباء أساء التصرف لفضيا وعمليا مع احد المرضى  ومرافقيه،وبسبب هذه الحادثه تم رفع شكوى لاادارة المستشفى ،ولم يتم استدعاء الأطراف وهذا دليل على تهميش اى شكوى صادره من احد،،فما بالك لو ذهبت إحدى عينيك بسبب استهتار وجهل أطباء مغربى...",-1,-1,-1,-1,private
"@MagrabiHospital مستشفى مغربي عسير   دكاتره واستشاريين ممتازين لكن الاداره ومنسق العمليات فاشلين في التنظيم والمعامله    حيث ان والدتي لها عمليه تقررت الساعه التاسعه والنصف صباحاً وجلسنا في الانتظار حتى الساعه ١١،٤٠ :: ياريت يتواصل معي مسؤول من مجموعة المغربي اشرح له سوء المعامله والتعامل",-1,-1,-1,-1,private
@MagrabiHospital مستشفى مغربي في جدة اسواء مستشفى في المواعيد ايتخفاف بالمراجعين واستغلال لحاجاهم انصح بعد زيارته,-1,-1,-1,-1,private
@MagrabiHospital مستشفيات مغربي زمان يا فن اما الان تعتبر الاسواء داخل المملكة الأطباء متدنية مستوياتها والخدمة سيئة و غالية رغم قدمها و عراقتها لكن هتموا بالدخل على جودة الخدمة كان المغربي للعيون اما الان المغربي لتجارة والمقاولات لا نصح بهذة المؤسسة,-1,-1,-1,-1,private
@MagrabiHospital مشرفه العيادات هي مشكله بنفسها لا تعطي وجه للمريض ولا تقدر تتصرف ولا تحل مشكله المرضى,-1,-1,-1,-1,private
@MagrabiHospital مشكلة لما يكون عندكم نظام الرد الالي معطل والاتصال عن طريق الهاتف ولا يوجد رد كيف نقدر ناخذ موعد عندكم ؟؟ ولما نحضر المستشفى تقولو المواعيد عن طريق الهاتف الموحد ولا احد يجاوب ممكن تفيدنا الطريقة الصحيحة,-1,-1,-1,-1,private
"@MagrabiHospital مع ابنتي على موعدها لدى طبيب عيون الاطفال ،لازلنا في الانتظار حتى الآن لاكثر من ساعة والدكتور غير متواجد  ولا أحد يعرف متى سيحضر ولا يرد على تلفونه...",-1,-1,-1,-1,private
@MagrabiHospital مع الاسف مغربي فرع الخبر غير ثابت في المواعيد انا رحت اليوم موعدي الساعه ٧ الا الساعه ٨ انتظر بالاخير الدكتور دخل عمليه حابه تنتظرين او تدخلين دكتور ثاني !!!! طيب ليه الممرضه ماتنادي البيشنت اللي ع القائمه وتحطهم بالصوره وايش صار مع الدكتور وانا اقرر اذا انتظر او لا !!!,-1,-1,-1,-1,private
"@MagrabiHospital مع الأسف ومن واقع تجربة، الأطباء وبإيعاز من الإدارة، يقومون بالتوصية بإجراء فحوصات مكلفة لا حاجة لها لكي يستنزف المريض وتربح المنشأة !!!!!!.",-1,-1,-1,-1,private
@MagrabiHospital مع العلم ان مهمة الحجز عادة يقوم بها موظف الاستقبال او بالاتصال باحدي وسائل الاتصال . لذلك على من يرغب مراجعة هذا الفرع ان يكون متفرغ لأني امظيت في الانتظار مايارب 3 ساعات دون فائده والفائة الوحيده ان المستشفى تحصل على اجرة الكشف  والاشاعه,-1,-1,-1,-1,private
@MagrabiHospital معامله سيئة جدا وياريت دكتورة دي فنية,-1,-1,-1,-1,private
@MagrabiHospital معليش عندي تعليق بسيط ( الغريب مستشفى بسمعة المغربي تكون فيها المواعيد فاشله!!مو معقوله ياكدون لي الموعد بمسج بعدها نلقى &gt;,-1,-1,-1,-1,private
@MagrabiHospital مغربي الخبر الموفقات سيئه جدا جدا بطأ في الاجرائات وفروا ادويه فكونا من الانتظار,-1,-1,-1,-1,private
@MagrabiHospital مغربي الدمام اليوم جدا سيئ بالتنظيم   موظفات الاستقبال فيهم بطئ غير طبيعي علشان افتح ملف وانا عندي موعد استغرق الامر ٢٠ دقيقة  كل اللي نتمناه ١/ زيادة عدد الموظفين في الاستقبال ٢/ان يكون من لدية موعد له الاولوية بفتح الملف  مو معقوله اوقف طابور علشان مريض توه  يفتح ملف وانتظار,-1,-1,-1,-1,private
@MagrabiHospital مغربي السلامة سنتر اسوأ موظفات استقبال مافي التزام بعملهم ولا يهتمو بتأكيد المواعيد او في خالة الغائها يخلو المريض يجي على الفاضي وبعدين بكل بساطة ماعندك موعد وتكون جاتك رساله بتأكيد الموعد . استهتار لي ابعد شي,-1,-1,-1,-1,private
@MagrabiHospital مغربي جازان وين الدكتور وليد بركات كل يوم لابد من الانتظار لساعات  مابين شايب وثكلاى تنتظر الفرج,-1,-1,-1,-1,private
"@MagrabiHospital مغربي جيزان سيء ، الخدمة فيه سيئة ، مدة الإنتظار فيه غير معقولة، التعامل مع المراجعين صفر من عشرة و قائمة طويلة من الإنتقاد و التقييم الذي للأسف ليس لصالح اسم و مركز مستشفيات المغربي",-1,-1,-1,-1,private
@MagrabiHospital مغربي وما أدراك بمستشفى المغربي للأمانه أنصح عدم دخلوه هذا من تجربه,-1,-1,-1,-1,private
"@MagrabiHospital ملاحظة/ انت كمراجع لما تدخل على "" الطبيب "" فأنت مجرد رقم 🤔 يعني حدك معاه بالكثير 5 دقايق وبعدها يحاول يصرفك عشان الرقم اللي وراك",-1,-1,-1,-1,private
@MagrabiHospital ممرضة في وحدة الكتاراكت والجلوكوما مزعجة بصوتها أثناء الحديث ومزعجة عندما تتحدث مع عائلتها عبر الجوال وتسمع صوت الرجال والنساء والأطفال يسولفون ويتضاحكون بشكل مزعج. ممكن ان تنبهوها مع العلم ان هناك غرفه صغير بجنب الاستقبال في الوحده تقدر تدخلها وتسولف على كيفها.,-1,-1,-1,-1,private
"@MagrabiHospital ممكن تردون عالخاص ، الاستقبال ما يرد من الظهر ادق عليهم وانتو هنا ما تردون !!",-1,-1,-1,-1,private
"@MagrabiHospital ممكن يكون متابعة واهتمام بمركز الاحساء، لا يوجد احترام للمواعد ولا المرضى",-1,-1,-1,-1,private
@MagrabiHospital من أسوأ مقدمي الخدمه فرع جازان  يا ريت تنشر دي كمان,-1,-1,-1,-1,private
@MagrabiHospital من واقع تجربه تعامل موضفينكم في مستشفى مغربي عسير سيئ جدا,-1,-1,-1,-1,private
@MagrabiHospital من واقع تجربه مع مستشفي المغرب لتصحيح النضر .غلطه عمري سويتها عندهم ارجو الانتباه دكاتره قاليلوا الخبره بالمنطقة الشرقيه انصح في الدكتور عادل الرشود,-1,-1,-1,-1,private
@MagrabiHospital مو طبيعي كميه الاستهتار بالمراجعين و المرضى في المغربي جازان بالله عليكم هذا شئ يليق باسمكم !؟,-1,-1,-1,-1,private
@MagrabiHospital مواعيد مستشفى المغربي بالمدينة المنورة سيئةجدا.عندنا موعد عندطبيب اطفال الساعه ١١:٣٠ص وحضرنا الساعه ١٠:٣٠ص لانها اجراءات التسجيل ودخلنا عند الطبيب الساعه ١م ( ساعه و ١/٢ بعد موعدنا) ولا يوجد كراسي للانتظار حيث كان اغلب المراجعين واقفين. حاولت اكلم المدير ولم اجده,-1,-1,-1,-1,private
@MagrabiHospital موظفين الاستقبال  فرع المدينة غير ملتزمين بالنظام والا الارقام يمشو بالتعارف والنظامي يجلس مثل الكرسي  https://t.co/toioJqbOHu,-1,-1,-1,-1,private
"@MagrabiHospital موعدي 4 عصرا والان 5:16 والى الان ما دخلت على الطبيب. ليش مواعديكم غير دقيقه. انتظاري كل هذا الوقت يعتبر اهانة لي ولا مراعاة لحالتي. لو لكم مبالغ مالية والله ما تسامحون احد حتى تطلعونها من عيونه. والله عيب عليكم. خدمتكم غير جيدة،  وجودة العمل غير جيده.",-1,-1,-1,-1,private
@MagrabiHospital نتجاوز الاسبوع الان بدون توضيح لمدة استخدام العلاج الذي وصفه الطبيب وموظف @AldawaaCare يفيد بان عيادات مغربي تستخدم طريقة غامضة وغير مفهومه لمدة استخدام العلاج والتي هي مهمه خصوصاً للمضادات الحيوية. تم الاتصال بي يوم امس ولم يتم افادتي من قبل الموظف وتحويلي لجهة اخرى لم يتم الرد,-1,-1,-1,-1,private
@MagrabiHospital نحجز مواعيد ونجلس بساعات في العيادات مسؤلة العيادات لا تحترم المرضي وأسلوب سيئ جدا في التعامل ولا تستطيع حل المشاكل,-1,1,-1,-1,private
@MagrabiHospital ندمت اني حولت من ارامكو لمستشفى المواساة والسبب هو عيادات مغربي وسوء الأطباء عندهم هدفهم مادي فقط وخدمتهم سيئه,-1,-1,-1,-1,private
@MagrabiHospital نرجوا إصلاح الوضع واحترام وقت المريض,-1,-1,-1,-1,private
@MagrabiHospital نصيحة لوجه الله لا احد يسوي عملية إلا بعد ما يتأكد من الطبيب والمستشفى أما عملت تصحيح نظر وانتهى بي المطاف بقرنية مخروطية حتى النظارة ماتنفع,-1,-1,-1,-1,private
@MagrabiHospital نظام حجز المواعيد وأرقام الاتصال غير واضحة  وعند الحجز  لا يتم إرسال رساله لتأكيد الحجز على الجوال جميع المراكز الطبية لديهم نظام اتصال فعال مع المراجعين ما عدا مركزكم,-1,-1,-1,-1,private
"@MagrabiHospital نفس العرض ماتغير من سنين ، وللاسف يحملك الكشفيه قبل الخصم ٩٠٠ ريال وفي حالة قرر الدكتور أن تصحيح النظر لايناسب المريض تروح عليك الكشفيه ،  يوجد مراكز معتمدة كثيرة ، بأجهزة حديثة وعروض ممتازة ،",-1,-1,-1,-1,private
@MagrabiHospital هالمراية وتشوف عيونها مدري نقابها وبعد شوي تفتح الدرج تحط لوشن في يدها.. تتهاوش مع المرتجعين كأنهم أصغر منها عمرا او ما ادري زش قصتها.. طبعا الدور الأول ٣ موظفات وحدة فقط تعاملها وسط والثنتين البقية جداً سيئة.. وحدة أصلاً ماودها تخدم تحول المراجعين للموظفة الثانية..,-1,-1,-1,-1,private
@MagrabiHospital هدفهم مادي اكثر منه علاجي.. انصحكم بمستشفيات العيون الحكومية ولو طالت المواعيد.. ولا تفقدوا النور..,-1,-1,-1,-1,private
@MagrabiHospital هذه ليست المره الاولى اذكر لكم رداءة الخدمه واعتقد ما يحتاج توضيح اكثر ماذكرت بتغريدتي يكفي اذا انتم جادين بتصحيح الوضع فاما اوضح على الخاص فهذا يعني انكم لا تنوون عمل اي شي فقط للرد الاتوماتيكي المسبق تدوينه,-1,-1,-1,-1,private
@MagrabiHospital هل العمل يتطلب منكم ادخال المال باي صوره ع حساب المريض حسبي الله فيكم,-1,-1,-1,-1,private
@MagrabiHospital هل يعقل انتظار 20 دقيقه لحجز موعد في الرياض اذا خبرة 50 عاماً لم تحسن تجربتكم في خدمة العميل فلا داعي لذكرها,-1,-1,-1,-1,private
@MagrabiHospital هي ليست شكوى بقدر ماهي عدم رضا عن مستوى الخدمة المقدمة. مستوى الخدمة لا يليق باسم المغربي المعروف.,-1,-1,-1,-1,private
@MagrabiHospital و الله قمة استحقار العميل المريض جاي 3:30 و الدكاترة 4:40,-1,-1,-1,-1,private
@MagrabiHospital واحد من امهر الاطباء عندكم سوى لي تنظيف( مسح عدسه) بعد عملية الماء الابيض ولا كانه سوى شي دفعت فلوس وطقيت مشوار ع الفاضي ؟؟اقدر ارجع له ويسوي مسح للعدسه مره ثانيه بضمير مو سريع سريع ولا كانه سوى شيء,-1,-1,-1,-1,private
@MagrabiHospital واقعكم و إذا تقصد كلمة &lt;فاشلة&gt; فهي صفة  أتقوا الله و  لا عاد تعلنون للتجارة في صحة البشر ! تقاريركم في صالحكم ما تمكن المريض من رفع قضية لأنها مكتوبة بالطريقة اللي تناسبكم أنتوا ! أسوأ مستشفى المغربي عمليات فاشلة و معدات قديمةالأستقبال  يقول المعدات هنا بدائية مستشفى خالد أحسن !,-1,-1,-1,-1,private
@MagrabiHospital والخاصة وقصدت مراكز المغربي الاعلى سعرا وفي مراجعة بسيطة ادت لهذه النتائج فحسبي الله ونعم الوكيل تمت مراجعة مستشفى الملك خالد للعيون وفي انتظار المواعيد ..لقد كان اختياري خطأ,-1,-1,-1,-1,private
@MagrabiHospital والله الواضح انكم لا تعتذرو ولا شي ما حد اتصل وهذا دليل انكم فعلا مو مهتمين بالعملاء واخر همك رضا العميل ويكفى انكم فقط تردي ولا تحاولون تحسنون الخدمة ووترضو العميل بالنهاية انتم الخسرانين,-1,-1,-1,-1,private
@MagrabiHospital وانا المريض المتألم  فعليه ان اذهب وبسرعه للعلاج لدى اي طبيب اسنان  لحل مشكلتي  يامسلمين هل ترون هذا الاجراء  صحيح,-1,-1,-1,-1,private
@MagrabiHospital وبعدها علمت ان الدكتور غادر المستشفى بدون ان يقوم بالكشف وحين قمت بالسوال للموظفين قالو لقد انتهى دوام الدكتور ولم يخبرني احد هل هذا يعقل ان يكون هناك كشف وايصال وفحاصات بدون ان يقوم الدكتور بالكشف بعد ان قمت بذالك وبعدها قمت بطلب العدسات مره اخرى وبعد شهرين من طلب العدسات,-1,-1,-1,-1,private
@MagrabiHospital وبعدين يا مغربي ايش اسلوب موظفينك ترا احنا مرضى ما بنجي نطلب حق الله منكم😤,-1,-1,-1,-1,private
@MagrabiHospital ودفعت اجرة الاشعه وهذا الاجراء لمقابلة طبيب ومهمته ان يحجز لي موعد عند الطبيب المعالج  مع العلم ان مهمة حجز الطبيب المعالج يحتاج الى اجرة كشف اخرى هل من المنطق ان ادفع اجرة كشف مرتين  وكيف يحكم على ان المريض يحتاج الى اشعه  ولم يره طبيب.,-1,-1,-1,-1,private
